,nhpd_property_id,parcel_number,HUD Property ID,HUD Subsidy ID,NHPD Property ID,NHPD Subsidy ID,Subsidy Status,Subsidy Name,Subsidy Subname,Start Date,End Date,Assisted Units,Property Name,Street Address,City,State,Zip Code,Longitude,Latitude,Owner Name,Owner Type,Manager Name,Manager Type,0-1 Bedroom Units,Two Bedroom Units,Three+ Bedroom Units,Target Population,Earliest Construction Date,Latest Construction Date,Rent to FMR Ratio,Known Total Units,Renewal Type Name,Inactive Status Description,Construction Type,Unpaid Principal Balance,Renewal Name,Renewal ID,SOA Code
1697,1085059,886764400,,PA002000161,1085059,c208610c-ceff-e611-8115-74d435edc0c2,Active,Public Housing,Public Housing,12/30/2009,,45,WARNOCK II,2862 GERMANTOWN AVE,PHILADELPHIA,PA,19133,-75.14743,39.995647,Philadelphia Housing Authority,Public Entity,Philadelphia Housing Authority,Public Entity,,,,Eldery or Disabled,1/1/2009,1/1/2009,,45,,,,,,,
1698,1085059,886765900,,PAA0000277,1085059,93556dde-e068-e711-806a-005056ba3ab9,Inconclusive,LIHTC,,,,,WARNOCK STREET PHASE II,2816 GERMANTOWN AVE,PHILADELPHIA,PA,19133,-75.147583,39.995044,,,,,,,,,,,,45,,End Date Missing,,,,,
1699,1085059,886765900,,PA002000161,1085059,c208610c-ceff-e611-8115-74d435edc0c2,Active,Public Housing,Public Housing,12/30/2009,,45,WARNOCK II,2862 GERMANTOWN AVE,PHILADELPHIA,PA,19133,-75.14743,39.995647,Philadelphia Housing Authority,Public Entity,Philadelphia Housing Authority,Public Entity,,,,Eldery or Disabled,1/1/2009,1/1/2009,,45,,,,,,,
1700,1085062,886770700,,PAA0000148,1085062,a7b00ace-e168-e711-806a-005056ba3ab9,Inconclusive,LIHTC,,,,,MANTUA PHASE II,3516 FAIRMOUNT AVE,PHILADELPHIA,PA,19104,-75.193695,39.965999,,,,,,,,,,,,51,,End Date Missing,,,,,
1701,1085062,886770700,,PA002000164,1085062,da08610c-ceff-e611-8115-74d435edc0c2,Active,Public Housing,Public Housing,07/24/2011,,51,MANTUA PHASE II,3501 WALLACE ST,PHILADELPHIA,PA,19104,-75.193321,39.965221,Philadelphia Housing Authority,Public Entity,Philadelphia Housing Authority,Public Entity,,,,,1/1/2011,1/1/2011,,51,,,,,,,
1702,1085062,886770100,,PAA0000148,1085062,a7b00ace-e168-e711-806a-005056ba3ab9,Inconclusive,LIHTC,,,,,MANTUA PHASE II,3516 FAIRMOUNT AVE,PHILADELPHIA,PA,19104,-75.193695,39.965999,,,,,,,,,,,,51,,End Date Missing,,,,,
1703,1085062,886770100,,PA002000164,1085062,da08610c-ceff-e611-8115-74d435edc0c2,Active,Public Housing,Public Housing,07/24/2011,,51,MANTUA PHASE II,3501 WALLACE ST,PHILADELPHIA,PA,19104,-75.193321,39.965221,Philadelphia Housing Authority,Public Entity,Philadelphia Housing Authority,Public Entity,,,,,1/1/2011,1/1/2011,,51,,,,,,,
1704,1085062,886770200,,PAA0000148,1085062,a7b00ace-e168-e711-806a-005056ba3ab9,Inconclusive,LIHTC,,,,,MANTUA PHASE II,3516 FAIRMOUNT AVE,PHILADELPHIA,PA,19104,-75.193695,39.965999,,,,,,,,,,,,51,,End Date Missing,,,,,
1705,1085062,886770200,,PA002000164,1085062,da08610c-ceff-e611-8115-74d435edc0c2,Active,Public Housing,Public Housing,07/24/2011,,51,MANTUA PHASE II,3501 WALLACE ST,PHILADELPHIA,PA,19104,-75.193321,39.965221,Philadelphia Housing Authority,Public Entity,Philadelphia Housing Authority,Public Entity,,,,,1/1/2011,1/1/2011,,51,,,,,,,
1706,1083096,886614401,800019003,PAA2007175,1083096,58c2c839-e268-e711-806a-005056ba3ab9,Active,LIHTC,9% Tax Credit,01/01/2007,2037-01-01,131,WASHINGTON SQUARE WEST,233 S 13TH ST,PHILADELPHIA,PA,19107,-75.162193,39.947734,NHPMN MGMT LLC,,,,99,27,5,Family,,,,131,,,Acquisition and Rehab,,,,
1707,1083096,886614401,800019003,PA260044006,1083096,0e181f71-cdff-e611-8115-74d435edc0c2,Active,Section 8,Sec 8 SR,11/23/2024,2029-11-22,132,WASHINGTON SQUARE WEST,220 S 11TH ST,PHILADELPHIA,PA,19107,-75.159358,39.947986,"Washington Square West Preservation, L.P.",PROFIT MOTIVATED,RA MANAGEMENT LLC,Profit Motivated,100,27,5,Family,1/1/1982,1/1/1982,144.73,132,1a: Mark-Up-To-Market Eligibility,,,,Renewal,23,
1708,1083096,886650601,800019003,PAA2007175,1083096,58c2c839-e268-e711-806a-005056ba3ab9,Active,LIHTC,9% Tax Credit,01/01/2007,2037-01-01,131,WASHINGTON SQUARE WEST,233 S 13TH ST,PHILADELPHIA,PA,19107,-75.162193,39.947734,NHPMN MGMT LLC,,,,99,27,5,Family,,,,131,,,Acquisition and Rehab,,,,
1709,1083096,886650601,800019003,PA260044006,1083096,0e181f71-cdff-e611-8115-74d435edc0c2,Active,Section 8,Sec 8 SR,11/23/2024,2029-11-22,132,WASHINGTON SQUARE WEST,220 S 11TH ST,PHILADELPHIA,PA,19107,-75.159358,39.947986,"Washington Square West Preservation, L.P.",PROFIT MOTIVATED,RA MANAGEMENT LLC,Profit Motivated,100,27,5,Family,1/1/1982,1/1/1982,144.73,132,1a: Mark-Up-To-Market Eligibility,,,,Renewal,23,
1710,1083096,886810726,800019003,PAA2007175,1083096,58c2c839-e268-e711-806a-005056ba3ab9,Active,LIHTC,9% Tax Credit,01/01/2007,2037-01-01,131,WASHINGTON SQUARE WEST,233 S 13TH ST,PHILADELPHIA,PA,19107,-75.162193,39.947734,NHPMN MGMT LLC,,,,99,27,5,Family,,,,131,,,Acquisition and Rehab,,,,
1711,1083096,886810726,800019003,PA260044006,1083096,0e181f71-cdff-e611-8115-74d435edc0c2,Active,Section 8,Sec 8 SR,11/23/2024,2029-11-22,132,WASHINGTON SQUARE WEST,220 S 11TH ST,PHILADELPHIA,PA,19107,-75.159358,39.947986,"Washington Square West Preservation, L.P.",PROFIT MOTIVATED,RA MANAGEMENT LLC,Profit Motivated,100,27,5,Family,1/1/1982,1/1/1982,144.73,132,1a: Mark-Up-To-Market Eligibility,,,,Renewal,23,
1712,1083096,886912296,800019003,PAA2007175,1083096,58c2c839-e268-e711-806a-005056ba3ab9,Active,LIHTC,9% Tax Credit,01/01/2007,2037-01-01,131,WASHINGTON SQUARE WEST,233 S 13TH ST,PHILADELPHIA,PA,19107,-75.162193,39.947734,NHPMN MGMT LLC,,,,99,27,5,Family,,,,131,,,Acquisition and Rehab,,,,
1713,1083096,886912296,800019003,PA260044006,1083096,0e181f71-cdff-e611-8115-74d435edc0c2,Active,Section 8,Sec 8 SR,11/23/2024,2029-11-22,132,WASHINGTON SQUARE WEST,220 S 11TH ST,PHILADELPHIA,PA,19107,-75.159358,39.947986,"Washington Square West Preservation, L.P.",PROFIT MOTIVATED,RA MANAGEMENT LLC,Profit Motivated,100,27,5,Family,1/1/1982,1/1/1982,144.73,132,1a: Mark-Up-To-Market Eligibility,,,,Renewal,23,
1714,1083096,886912297,800019003,PAA2007175,1083096,58c2c839-e268-e711-806a-005056ba3ab9,Active,LIHTC,9% Tax Credit,01/01/2007,2037-01-01,131,WASHINGTON SQUARE WEST,233 S 13TH ST,PHILADELPHIA,PA,19107,-75.162193,39.947734,NHPMN MGMT LLC,,,,99,27,5,Family,,,,131,,,Acquisition and Rehab,,,,
1715,1083096,886912297,800019003,PA260044006,1083096,0e181f71-cdff-e611-8115-74d435edc0c2,Active,Section 8,Sec 8 SR,11/23/2024,2029-11-22,132,WASHINGTON SQUARE WEST,220 S 11TH ST,PHILADELPHIA,PA,19107,-75.159358,39.947986,"Washington Square West Preservation, L.P.",PROFIT MOTIVATED,RA MANAGEMENT LLC,Profit Motivated,100,27,5,Family,1/1/1982,1/1/1982,144.73,132,1a: Mark-Up-To-Market Eligibility,,,,Renewal,23,
1716,1083096,886912291,800019003,PAA2007175,1083096,58c2c839-e268-e711-806a-005056ba3ab9,Active,LIHTC,9% Tax Credit,01/01/2007,2037-01-01,131,WASHINGTON SQUARE WEST,233 S 13TH ST,PHILADELPHIA,PA,19107,-75.162193,39.947734,NHPMN MGMT LLC,,,,99,27,5,Family,,,,131,,,Acquisition and Rehab,,,,
1717,1083096,886912291,800019003,PA260044006,1083096,0e181f71-cdff-e611-8115-74d435edc0c2,Active,Section 8,Sec 8 SR,11/23/2024,2029-11-22,132,WASHINGTON SQUARE WEST,220 S 11TH ST,PHILADELPHIA,PA,19107,-75.159358,39.947986,"Washington Square West Preservation, L.P.",PROFIT MOTIVATED,RA MANAGEMENT LLC,Profit Motivated,100,27,5,Family,1/1/1982,1/1/1982,144.73,132,1a: Mark-Up-To-Market Eligibility,,,,Renewal,23,
1718,1083096,886912298,800019003,PAA2007175,1083096,58c2c839-e268-e711-806a-005056ba3ab9,Active,LIHTC,9% Tax Credit,01/01/2007,2037-01-01,131,WASHINGTON SQUARE WEST,233 S 13TH ST,PHILADELPHIA,PA,19107,-75.162193,39.947734,NHPMN MGMT LLC,,,,99,27,5,Family,,,,131,,,Acquisition and Rehab,,,,
1719,1083096,886912298,800019003,PA260044006,1083096,0e181f71-cdff-e611-8115-74d435edc0c2,Active,Section 8,Sec 8 SR,11/23/2024,2029-11-22,132,WASHINGTON SQUARE WEST,220 S 11TH ST,PHILADELPHIA,PA,19107,-75.159358,39.947986,"Washington Square West Preservation, L.P.",PROFIT MOTIVATED,RA MANAGEMENT LLC,Profit Motivated,100,27,5,Family,1/1/1982,1/1/1982,144.73,132,1a: Mark-Up-To-Market Eligibility,,,,Renewal,23,
1720,1083096,886810057,800019003,PAA2007175,1083096,58c2c839-e268-e711-806a-005056ba3ab9,Active,LIHTC,9% Tax Credit,01/01/2007,2037-01-01,131,WASHINGTON SQUARE WEST,233 S 13TH ST,PHILADELPHIA,PA,19107,-75.162193,39.947734,NHPMN MGMT LLC,,,,99,27,5,Family,,,,131,,,Acquisition and Rehab,,,,
1721,1083096,886810057,800019003,PA260044006,1083096,0e181f71-cdff-e611-8115-74d435edc0c2,Active,Section 8,Sec 8 SR,11/23/2024,2029-11-22,132,WASHINGTON SQUARE WEST,220 S 11TH ST,PHILADELPHIA,PA,19107,-75.159358,39.947986,"Washington Square West Preservation, L.P.",PROFIT MOTIVATED,RA MANAGEMENT LLC,Profit Motivated,100,27,5,Family,1/1/1982,1/1/1982,144.73,132,1a: Mark-Up-To-Market Eligibility,,,,Renewal,23,
1722,1083096,886912299,800019003,PAA2007175,1083096,58c2c839-e268-e711-806a-005056ba3ab9,Active,LIHTC,9% Tax Credit,01/01/2007,2037-01-01,131,WASHINGTON SQUARE WEST,233 S 13TH ST,PHILADELPHIA,PA,19107,-75.162193,39.947734,NHPMN MGMT LLC,,,,99,27,5,Family,,,,131,,,Acquisition and Rehab,,,,
1723,1083096,886912299,800019003,PA260044006,1083096,0e181f71-cdff-e611-8115-74d435edc0c2,Active,Section 8,Sec 8 SR,11/23/2024,2029-11-22,132,WASHINGTON SQUARE WEST,220 S 11TH ST,PHILADELPHIA,PA,19107,-75.159358,39.947986,"Washington Square West Preservation, L.P.",PROFIT MOTIVATED,RA MANAGEMENT LLC,Profit Motivated,100,27,5,Family,1/1/1982,1/1/1982,144.73,132,1a: Mark-Up-To-Market Eligibility,,,,Renewal,23,
1724,1083096,886912292,800019003,PAA2007175,1083096,58c2c839-e268-e711-806a-005056ba3ab9,Active,LIHTC,9% Tax Credit,01/01/2007,2037-01-01,131,WASHINGTON SQUARE WEST,233 S 13TH ST,PHILADELPHIA,PA,19107,-75.162193,39.947734,NHPMN MGMT LLC,,,,99,27,5,Family,,,,131,,,Acquisition and Rehab,,,,
1725,1083096,886912292,800019003,PA260044006,1083096,0e181f71-cdff-e611-8115-74d435edc0c2,Active,Section 8,Sec 8 SR,11/23/2024,2029-11-22,132,WASHINGTON SQUARE WEST,220 S 11TH ST,PHILADELPHIA,PA,19107,-75.159358,39.947986,"Washington Square West Preservation, L.P.",PROFIT MOTIVATED,RA MANAGEMENT LLC,Profit Motivated,100,27,5,Family,1/1/1982,1/1/1982,144.73,132,1a: Mark-Up-To-Market Eligibility,,,,Renewal,23,
1726,1083096,886810718,800019003,PAA2007175,1083096,58c2c839-e268-e711-806a-005056ba3ab9,Active,LIHTC,9% Tax Credit,01/01/2007,2037-01-01,131,WASHINGTON SQUARE WEST,233 S 13TH ST,PHILADELPHIA,PA,19107,-75.162193,39.947734,NHPMN MGMT LLC,,,,99,27,5,Family,,,,131,,,Acquisition and Rehab,,,,
1727,1083096,886810718,800019003,PA260044006,1083096,0e181f71-cdff-e611-8115-74d435edc0c2,Active,Section 8,Sec 8 SR,11/23/2024,2029-11-22,132,WASHINGTON SQUARE WEST,220 S 11TH ST,PHILADELPHIA,PA,19107,-75.159358,39.947986,"Washington Square West Preservation, L.P.",PROFIT MOTIVATED,RA MANAGEMENT LLC,Profit Motivated,100,27,5,Family,1/1/1982,1/1/1982,144.73,132,1a: Mark-Up-To-Market Eligibility,,,,Renewal,23,
1728,1083096,886810056,800019003,PAA2007175,1083096,58c2c839-e268-e711-806a-005056ba3ab9,Active,LIHTC,9% Tax Credit,01/01/2007,2037-01-01,131,WASHINGTON SQUARE WEST,233 S 13TH ST,PHILADELPHIA,PA,19107,-75.162193,39.947734,NHPMN MGMT LLC,,,,99,27,5,Family,,,,131,,,Acquisition and Rehab,,,,
1729,1083096,886810056,800019003,PA260044006,1083096,0e181f71-cdff-e611-8115-74d435edc0c2,Active,Section 8,Sec 8 SR,11/23/2024,2029-11-22,132,WASHINGTON SQUARE WEST,220 S 11TH ST,PHILADELPHIA,PA,19107,-75.159358,39.947986,"Washington Square West Preservation, L.P.",PROFIT MOTIVATED,RA MANAGEMENT LLC,Profit Motivated,100,27,5,Family,1/1/1982,1/1/1982,144.73,132,1a: Mark-Up-To-Market Eligibility,,,,Renewal,23,
1730,1083096,886810055,800019003,PAA2007175,1083096,58c2c839-e268-e711-806a-005056ba3ab9,Active,LIHTC,9% Tax Credit,01/01/2007,2037-01-01,131,WASHINGTON SQUARE WEST,233 S 13TH ST,PHILADELPHIA,PA,19107,-75.162193,39.947734,NHPMN MGMT LLC,,,,99,27,5,Family,,,,131,,,Acquisition and Rehab,,,,
1731,1083096,886810055,800019003,PA260044006,1083096,0e181f71-cdff-e611-8115-74d435edc0c2,Active,Section 8,Sec 8 SR,11/23/2024,2029-11-22,132,WASHINGTON SQUARE WEST,220 S 11TH ST,PHILADELPHIA,PA,19107,-75.159358,39.947986,"Washington Square West Preservation, L.P.",PROFIT MOTIVATED,RA MANAGEMENT LLC,Profit Motivated,100,27,5,Family,1/1/1982,1/1/1982,144.73,132,1a: Mark-Up-To-Market Eligibility,,,,Renewal,23,
1732,1083096,886810053,800019003,PAA2007175,1083096,58c2c839-e268-e711-806a-005056ba3ab9,Active,LIHTC,9% Tax Credit,01/01/2007,2037-01-01,131,WASHINGTON SQUARE WEST,233 S 13TH ST,PHILADELPHIA,PA,19107,-75.162193,39.947734,NHPMN MGMT LLC,,,,99,27,5,Family,,,,131,,,Acquisition and Rehab,,,,
1733,1083096,886810053,800019003,PA260044006,1083096,0e181f71-cdff-e611-8115-74d435edc0c2,Active,Section 8,Sec 8 SR,11/23/2024,2029-11-22,132,WASHINGTON SQUARE WEST,220 S 11TH ST,PHILADELPHIA,PA,19107,-75.159358,39.947986,"Washington Square West Preservation, L.P.",PROFIT MOTIVATED,RA MANAGEMENT LLC,Profit Motivated,100,27,5,Family,1/1/1982,1/1/1982,144.73,132,1a: Mark-Up-To-Market Eligibility,,,,Renewal,23,
1734,1083096,886810054,800019003,PAA2007175,1083096,58c2c839-e268-e711-806a-005056ba3ab9,Active,LIHTC,9% Tax Credit,01/01/2007,2037-01-01,131,WASHINGTON SQUARE WEST,233 S 13TH ST,PHILADELPHIA,PA,19107,-75.162193,39.947734,NHPMN MGMT LLC,,,,99,27,5,Family,,,,131,,,Acquisition and Rehab,,,,
1735,1083096,886810054,800019003,PA260044006,1083096,0e181f71-cdff-e611-8115-74d435edc0c2,Active,Section 8,Sec 8 SR,11/23/2024,2029-11-22,132,WASHINGTON SQUARE WEST,220 S 11TH ST,PHILADELPHIA,PA,19107,-75.159358,39.947986,"Washington Square West Preservation, L.P.",PROFIT MOTIVATED,RA MANAGEMENT LLC,Profit Motivated,100,27,5,Family,1/1/1982,1/1/1982,144.73,132,1a: Mark-Up-To-Market Eligibility,,,,Renewal,23,
1736,1083096,886810024,800019003,PAA2007175,1083096,58c2c839-e268-e711-806a-005056ba3ab9,Active,LIHTC,9% Tax Credit,01/01/2007,2037-01-01,131,WASHINGTON SQUARE WEST,233 S 13TH ST,PHILADELPHIA,PA,19107,-75.162193,39.947734,NHPMN MGMT LLC,,,,99,27,5,Family,,,,131,,,Acquisition and Rehab,,,,
1737,1083096,886810024,800019003,PA260044006,1083096,0e181f71-cdff-e611-8115-74d435edc0c2,Active,Section 8,Sec 8 SR,11/23/2024,2029-11-22,132,WASHINGTON SQUARE WEST,220 S 11TH ST,PHILADELPHIA,PA,19107,-75.159358,39.947986,"Washington Square West Preservation, L.P.",PROFIT MOTIVATED,RA MANAGEMENT LLC,Profit Motivated,100,27,5,Family,1/1/1982,1/1/1982,144.73,132,1a: Mark-Up-To-Market Eligibility,,,,Renewal,23,
1738,1083096,881515525,800019003,PAA2007175,1083096,58c2c839-e268-e711-806a-005056ba3ab9,Active,LIHTC,9% Tax Credit,01/01/2007,2037-01-01,131,WASHINGTON SQUARE WEST,233 S 13TH ST,PHILADELPHIA,PA,19107,-75.162193,39.947734,NHPMN MGMT LLC,,,,99,27,5,Family,,,,131,,,Acquisition and Rehab,,,,
1739,1083096,881515525,800019003,PA260044006,1083096,0e181f71-cdff-e611-8115-74d435edc0c2,Active,Section 8,Sec 8 SR,11/23/2024,2029-11-22,132,WASHINGTON SQUARE WEST,220 S 11TH ST,PHILADELPHIA,PA,19107,-75.159358,39.947986,"Washington Square West Preservation, L.P.",PROFIT MOTIVATED,RA MANAGEMENT LLC,Profit Motivated,100,27,5,Family,1/1/1982,1/1/1982,144.73,132,1a: Mark-Up-To-Market Eligibility,,,,Renewal,23,
1740,1023682,871532600,,PA002000177,1023682,714a4a70-d568-e711-806a-005056ba3ab9,Active,Public Housing,Public Housing,09/30/2015,,60,NEW COURTLAND APARTMENTS AT ALLEGHENY,1900 W ALLEGHENY AVE,PHILADELPHIA,PA,19132,-75.16085,40.002456,Philadelphia Housing Authority,Public Entity,Philadelphia Housing Authority,Public Entity,,,,Eldery or Disabled,,,,60,,,,,,,
1741,1023682,871532600,,,1023682,c2036e0c-e3dc-ea11-8ab3-005056ba3ab9,Active,Project Based Vouchers,Project Based Vouchers,,,40,,1900 W ALLEGHENY AVE,PHILADELPHIA,PA,19132,,,,,,,,,,,,,,40,,,,,,,
1742,1023682,871532600,,PAA20152018,1023682,6d1191ca-3cc8-e911-a021-005056ba3ab9,Active,LIHTC,9% Tax Credit,01/01/2015,2050-01-01,60,NEW COURTLAND APARTMENTS ALLEGHENY,1900 W ALLEGHENY AVE,PHILADELPHIA,PA,19132,-75.16085,40.002452,NEW COURTLAND ELDER SERVICES,,,,60,0,0,Elderly or disabled,,,,60,,,New Construction,,,,
1743,1023682,871532600,,4175210533,1023682,9813b895-544b-e911-af29-005056ba3ab9,Active,HOME,HOME,06/30/2016,2036-06-30,4,1900 WEST ALLEGHENY APARTMENTS,1900 W ALLEGHENY AVE,PHILADELPHIA,PA,19132,-75.16085,40.002452,1900 W ALLEGHENY APARMENTS,,,,,,,,,,,4,,,Acquisition and New Construction,,,,
1744,1023682,871532600,,4175210959,1023682,9c13b895-544b-e911-af29-005056ba3ab9,Active,HOME,HOME,08/15/2017,2037-08-15,15,NEW COURTLAND APARTMENTS AT ALLEGHENY,1900 W ALLEGHENY AVE,PHILADELPHIA,PA,19132,-75.16085,40.002452,NEW COURLAND ELDER SERVICES,,,,,,,,,,,15,,,New Construction Only,,,,
1745,1023768,886761620,,PA002000179,1023768,5b253d7c-d568-e711-806a-005056ba3ab9,Inactive,Public Housing,Public Housing,,,55,QUEEN LANE APARTMENTS,5310 PULASKI AVE,PHILADELPHIA,PA,19144,-75.174412,40.026619,PHILADELPHIA HOUSING AUTHORITY,Public Entity,PHILADELPHIA HOUSING AUTHORITY,Public Entity,,,,,,,,55,,Missing from Subsequent Updates,,,,,
1746,1023768,886761620,,PAA20162030,1023768,b8179209-e2dc-ea11-8ab3-005056ba3ab9,Active,LIHTC,4% Tax Credit,01/01/2016,2051-01-01,55,QUEEN LANE APARTMENTS,301 W QUEEN LN,PHILADELPHIA,PA,19144,-75.174263,40.026607,PHILADELPHIA HOUSING AUTHORITY,,,,9,26,20,Mixed,,,,55,,,New Construction,,,,
1747,1023768,785403501,,PA002000179,1023768,5b253d7c-d568-e711-806a-005056ba3ab9,Inactive,Public Housing,Public Housing,,,55,QUEEN LANE APARTMENTS,5310 PULASKI AVE,PHILADELPHIA,PA,19144,-75.174412,40.026619,PHILADELPHIA HOUSING AUTHORITY,Public Entity,PHILADELPHIA HOUSING AUTHORITY,Public Entity,,,,,,,,55,,Missing from Subsequent Updates,,,,,
1748,1023768,785403501,,PAA20162030,1023768,b8179209-e2dc-ea11-8ab3-005056ba3ab9,Active,LIHTC,4% Tax Credit,01/01/2016,2051-01-01,55,QUEEN LANE APARTMENTS,301 W QUEEN LN,PHILADELPHIA,PA,19144,-75.174263,40.026607,PHILADELPHIA HOUSING AUTHORITY,,,,9,26,20,Mixed,,,,55,,,New Construction,,,,
1749,1083329,881420116,800018442,3411245,1083329,a08fd9b5-e1dc-ea11-8ab3-005056ba3ab9,Inactive,HUD Insured,207/ 223(F) PUR/ REFIN HSG,07/01/2020,2055-06-01,91,GUILD HOUSE EAST,711 SPRING GARDEN ST,PHILADELPHIA,PA,19123,,,,,FRIENDS GUILD REHABILATION PROGRAM INC,,,,,Elderly,,,,91,,Terminated Mortgage,,35160.28,,,HRI
1750,1083329,881420116,800018442,PA26M000163,1083329,fd320883-cdff-e611-8115-74d435edc0c2,Active,Section 8,LMSA,06/01/2022,2042-05-31,89,GUILD HOUSE EAST,711 SPRING GARDEN ST,PHILADELPHIA,PA,19123,-75.149923,39.961654,RAHF V Guild House LLC,PROFIT MOTIVATED,LANDEX MANAGEMENT LLC,Profit Motivated,86,3,,Elderly,1/1/1963,1/1/1963,132,91,1b: Discretionary Authority Eligibility Mark-Up-To-Market,,,,Amend Rents,29,
1751,1083329,881420116,800018442,PAA2008075,1083329,01330883-cdff-e611-8115-74d435edc0c2,Active,LIHTC,9% Tax Credit,01/01/2008,2038-01-01,90,GUILD HOUSE EAST,711 SPRING GARDEN ST,PHILADELPHIA,PA,19123,-75.149925,39.961654,FRIENDS REHABILITATION PROGRAM INC,For Profit,,,87,3,,Elderly or disabled,,,,90,,,,1071188,,,
1752,1107727,592000013,800018634,PA26E000010,1107727,f71ec485-d868-e711-806a-005056ba3ab9,Active,Section 8,PD/8 Existing,06/01/2021,2041-05-31,63,MAGNOLIA MEWS,5915 MAGNOLIA ST,PHILADELPHIA,PA,19144,-75.170975,40.044655,"Magnolia Mews Apartments, LLC",PROFIT MOTIVATED,RADIANT PROPERTY MANAGEMENT LLC,Profit Motivated,20,27,16,Family,1/1/1988,1/1/1988,81.27,63,1a: Mark-Up-To-Market Eligibility,,,,Amend Rents,21,
1753,1107727,592000013,800018634,PAA1992190,1107727,fb1ec485-d868-e711-806a-005056ba3ab9,Inactive,LIHTC,4% Tax Credit,01/01/1992,2022-01-01,63,MAGNOLIA MEWS APARTMENTS,5915 MAGNOLIA ST,PHILADELPHIA,PA,19144,-75.170974,40.044654,REGIS DEVELOPMENT CORP,,,,20,27,16,Family,,,,63,,Non-programmatic,Acquisition and Rehab,,,,
1754,1107727,886660600,800018634,PA26E000010,1107727,f71ec485-d868-e711-806a-005056ba3ab9,Active,Section 8,PD/8 Existing,06/01/2021,2041-05-31,63,MAGNOLIA MEWS,5915 MAGNOLIA ST,PHILADELPHIA,PA,19144,-75.170975,40.044655,"Magnolia Mews Apartments, LLC",PROFIT MOTIVATED,RADIANT PROPERTY MANAGEMENT LLC,Profit Motivated,20,27,16,Family,1/1/1988,1/1/1988,81.27,63,1a: Mark-Up-To-Market Eligibility,,,,Amend Rents,21,
1755,1107727,886660600,800018634,PAA1992190,1107727,fb1ec485-d868-e711-806a-005056ba3ab9,Inactive,LIHTC,4% Tax Credit,01/01/1992,2022-01-01,63,MAGNOLIA MEWS APARTMENTS,5915 MAGNOLIA ST,PHILADELPHIA,PA,19144,-75.170974,40.044654,REGIS DEVELOPMENT CORP,,,,20,27,16,Family,,,,63,,Non-programmatic,Acquisition and Rehab,,,,
1756,1107727,886660800,800018634,PA26E000010,1107727,f71ec485-d868-e711-806a-005056ba3ab9,Active,Section 8,PD/8 Existing,06/01/2021,2041-05-31,63,MAGNOLIA MEWS,5915 MAGNOLIA ST,PHILADELPHIA,PA,19144,-75.170975,40.044655,"Magnolia Mews Apartments, LLC",PROFIT MOTIVATED,RADIANT PROPERTY MANAGEMENT LLC,Profit Motivated,20,27,16,Family,1/1/1988,1/1/1988,81.27,63,1a: Mark-Up-To-Market Eligibility,,,,Amend Rents,21,
1757,1107727,886660800,800018634,PAA1992190,1107727,fb1ec485-d868-e711-806a-005056ba3ab9,Inactive,LIHTC,4% Tax Credit,01/01/1992,2022-01-01,63,MAGNOLIA MEWS APARTMENTS,5915 MAGNOLIA ST,PHILADELPHIA,PA,19144,-75.170974,40.044654,REGIS DEVELOPMENT CORP,,,,20,27,16,Family,,,,63,,Non-programmatic,Acquisition and Rehab,,,,
1758,1084568,886652800,800215214,PA26S011008,1084568,d89f268e-da68-e711-806a-005056ba3ab9,Active,Section 8,PRAC/202,02/01/2025,2046-01-31,69,NEUMANN SENIOR HOUSING,1601 PALMER ST,PHILADELPHIA,PA,19125,-75.131972,39.975228,NCC/Neumann Senior Housing Corp.,NON PROFIT,HUMANGOOD,Profit Motivated,69,0,0,Elderly,1/1/2004,1/1/2004,83.92,69,,,,,,0,
1759,1084568,886652800,800215214,PAA0000171,1084568,7d1210c8-e168-e711-806a-005056ba3ab9,Active,LIHTC,,01/01/2007,2037-01-01,,NEUMANN NORTH SENIOR HOUSING,1741 FRANKFORD AVE,PHILADELPHIA,PA,,-75.132408,39.975337,,,,,,,,,,,,67,,,,,,,
1760,1084568,886652800,800215214,PA002000148,1084568,5f9d7df4-cdff-e611-8115-74d435edc0c2,Active,Public Housing,Public Housing,12/31/2005,,67,NEUMANN NORTH,1741 FRANKFORD AVE,PHILADELPHIA,PA,19125,-75.132408,39.975337,Philadelphia Housing Authority,Public Entity,Philadelphia Housing Authority,Public Entity,,,,Eldery or Disabled,1/1/2005,1/1/2005,,67,,,,,,,
1761,1084568,886652800,800215214,4175207889,1084568,639d7df4-cdff-e611-8115-74d435edc0c2,Inactive,HOME,HOME,01/21/2009,2019-01-21,67,NEUMANN SENIOR HOUSING,1741 FRANKFORD AVE,PHILADELPHIA,PA,19125,-75.132408,39.975337,NCC NEUMANN SR HOUSING CORP,,,,,,,,,,,67,,End Date Passed,Rehabilitation Only,,,,
1762,1162325,886856400,800018643,PA26L000007,1162325,6133bec3-0197-ef11-80dd-005056aa66bf,Active,Section 8,LMSA,12/23/2016,2036-12-22,42,MAPLE MOUNT VERNON APARTMENTS,1702 MT VERNON ST,PHILADELPHIA,PA,19130,-75.16589,39.964915,MMV Associates Limited Partnership,PROFIT MOTIVATED,INGERMAN MANAGEMENT COMPANY,Profit Motivated,15,27,0,Family,1/1/1969,1/1/1969,138.58,43,1a: Mark-Up-To-Market Eligibility,,,,Amend Rents,31,
